no_of_dependents,education,employment_type,income_annum,loan_amount,loan_term,cibil_score,bank_asset_value,loan_status
0,Not Graduate,1,583661,682834,360,837,660102,1
0,Not Graduate,1,543411,1605672,36,694,920315,0
0,Graduate,0,7690,861462,60,900,62649,0
0,Graduate,1,1803967,373707,12,841,1378597,1
1,Graduate,0,183476,131425,240,769,460767,1
2,Graduate,1,282736,898022,360,760,1080166,1
1,Graduate,1,416467,3527525,60,761,939397,0
1,Not Graduate,1,363067,1047449,12,579,681902,0
3,Graduate,1,2246181,1719800,36,660,4127343,1
2,Not Graduate,1,1288482,1373697,240,707,1120174,1
3,Graduate,1,659217,364733,60,680,1249864,1
1,Not Graduate,1,2858412,591542,12,766,6763119,1
0,Graduate,1,2330596,1287899,360,726,5609998,1
0,Graduate,0,124708,111332,36,761,425969,1
2,Graduate,1,525206,1036896,360,694,1621300,1
0,Graduate,1,545855,1902953,120,824,570819,1
0,Graduate,1,340374,513312,120,730,1137795,1
1,Not Graduate,1,2920249,1219583,120,693,2810296,1
1,Graduate,1,326070,310403,36,769,987915,1
1,Not Graduate,0,145697,561425,12,776,552817,0
0,Graduate,1,1267344,411221,36,719,2206324,1
0,Not Graduate,1,571549,855817,120,584,852740,0
1,Graduate,1,3103484,486734,36,794,5743973,1
3,Graduate,1,209551,101095,240,576,443771,0
2,Not Graduate,1,684365,263516,12,598,670521,0
3,Graduate,1,493248,3769709,360,721,1258818,0
2,Graduate,0,81413,953157,240,675,313329,0
1,Graduate,1,967869,66308,360,719,461509,1
0,Graduate,1,183168,1808157,120,837,593980,0
1,Graduate,1,1966141,170617,12,748,1602927,1
1,Graduate,1,1075578,1320306,240,649,564055,0
1,Graduate,1,318572,1967421,36,786,365365,0
1,Graduate,1,551422,598205,60,595,1146873,0
1,Graduate,1,257839,199407,360,660,460194,1
0,Graduate,1,636239,264298,36,709,590811,1
1,Graduate,1,822492,1013842,120,663,2350842,1
0,Not Graduate,1,558093,173601,60,771,1113743,1
2,Not Graduate,1,508707,301977,360,716,690276,1
0,Graduate,1,200748,902472,12,738,510859,0
0,Not Graduate,1,955311,281764,360,723,403317,1
1,Graduate,0,19462,2237302,60,792,202766,0
1,Graduate,1,747779,191361,360,628,1692187,0
1,Graduate,0,157856,50000,360,573,681436,0
0,Graduate,1,759491,248147,12,776,2189875,1
1,Graduate,1,725854,736838,240,652,593544,1
0,Graduate,1,1007191,1281228,360,629,1936065,0
3,Graduate,1,1453999,359191,240,725,3660848,1
3,Graduate,1,1686339,409531,360,732,4182008,1
1,Graduate,1,201182,523930,360,806,255308,1
0,Graduate,1,696229,3084537,240,721,1199839,1
2,Graduate,1,3644583,789187,240,715,1369008,1
0,Graduate,1,802334,330125,360,655,662741,1
1,Graduate,1,375090,4204916,240,840,1175783,0
0,Graduate,0,163420,546455,60,808,456363,0
3,Graduate,0,115132,67824,12,563,322078,0
0,Not Graduate,1,284598,135019,240,831,516959,1
1,Not Graduate,1,1461952,944335,240,662,4032599,1
2,Graduate,1,1164127,91379,12,803,1384593,1
1,Graduate,0,138281,889176,60,745,513538,0
0,Graduate,1,676968,247714,360,794,342324,1
3,Not Graduate,1,463623,1754537,240,788,824787,1
1,Graduate,1,202546,638906,360,749,725095,1
1,Graduate,0,159397,105132,360,771,246206,1
0,Graduate,1,264932,1348121,60,640,719181,0
1,Graduate,1,696105,2112954,240,900,1228821,1
1,Graduate,1,505669,150718,60,650,730326,1
0,Graduate,0,132562,242125,360,745,368443,1
0,Graduate,0,186731,893037,120,718,626066,0
2,Graduate,1,1326464,1068445,240,744,580725,1
0,Graduate,1,970296,5684454,240,621,557846,0
0,Graduate,1,1625774,1317054,360,712,3004191,1
1,Graduate,1,607647,5961210,360,641,902583,0
2,Not Graduate,0,77655,550956,360,568,477851,0
0,Graduate,1,963631,793038,36,673,1762355,1
1,Graduate,1,493296,306162,36,862,1078194,1
0,Graduate,1,785724,320422,360,664,2218321,1
0,Graduate,1,268750,625996,360,747,463786,1
0,Graduate,0,122457,301792,360,754,144145,0
2,Graduate,1,1028877,50000,60,785,1006806,1
0,Graduate,1,1189847,277395,36,726,1720972,0
0,Graduate,1,525376,1585949,60,783,470340,0
1,Graduate,1,5000000,581176,240,752,6748509,1
2,Graduate,1,635542,584440,240,845,980947,1
0,Graduate,0,16189,251841,360,640,199062,0
1,Graduate,1,1925341,753851,120,793,3491554,1
0,Graduate,0,10985,2838136,120,740,456578,0
1,Graduate,1,877955,2192836,36,667,1375814,0
1,Graduate,0,191848,779079,360,708,743741,0
1,Graduate,1,999167,230101,360,861,610832,1
0,Graduate,1,2663663,3163526,240,704,6692906,1
0,Not Graduate,1,857096,1558512,60,790,333485,1
0,Not Graduate,0,46556,122903,36,734,160627,1
0,Graduate,1,46042,93265,120,826,233551,1
0,Graduate,1,992167,129906,12,698,1547957,1
2,Graduate,0,19469,329829,60,799,479190,1
3,Graduate,1,673490,1331454,360,684,1655848,1
3,Not Graduate,1,381832,1300099,12,731,1008511,0
2,Graduate,1,360509,759731,36,610,1186791,0
1,Not Graduate,1,395450,469557,36,628,658199,0
2,Graduate,1,425108,5788061,12,714,526920,0
0,Graduate,1,1357273,559046,36,701,1416045,1
1,Not Graduate,1,1154196,495347,36,573,1880359,0
1,Graduate,1,277509,325273,240,732,412146,1
1,Not Graduate,1,309468,4935641,360,725,571883,0
2,Graduate,1,987861,1111143,60,633,968346,0
0,Graduate,1,1692981,192050,120,797,1205451,1
0,Graduate,1,1672304,170593,360,715,2722542,1
3,Graduate,1,326986,100706,240,628,904246,0
0,Graduate,0,72636,490524,36,776,552744,0
1,Graduate,0,43719,120755,120,545,445074,0
3,Graduate,1,620134,168113,36,570,280445,0
1,Graduate,0,7364,1572758,360,592,58540,0
1,Graduate,0,120056,1317170,60,731,252863,0
0,Graduate,1,3891423,2401014,36,763,4679583,1
0,Not Graduate,1,2108223,124203,12,638,799033,0
2,Graduate,1,1223961,198328,12,743,1823554,1
1,Graduate,1,337046,288207,12,827,611993,1
1,Not Graduate,0,45980,2785909,12,660,16453,0
0,Not Graduate,1,1372763,575435,120,591,718170,0
0,Graduate,1,297113,3341817,360,900,644815,1
3,Not Graduate,1,631353,1012005,12,728,1319204,1
0,Graduate,1,1511037,482906,36,608,1308902,0
1,Graduate,1,220648,959183,240,666,342260,1
0,Graduate,0,122149,95857,36,496,510310,0
1,Graduate,1,179186,69269,36,619,245138,0
3,Not Graduate,0,151384,700295,36,721,231996,0
1,Graduate,1,487149,548203,36,733,557005,0
0,Not Graduate,1,1100026,3736341,240,563,1916439,0
1,Graduate,1,416386,136087,12,747,1041460,1
2,Graduate,0,122717,784225,60,676,639627,0
1,Graduate,1,420928,1083035,120,739,865749,1
2,Not Graduate,1,477112,761322,240,831,1417426,1
1,Graduate,1,1983808,1621635,240,776,4010564,1
2,Not Graduate,0,173137,287112,240,709,448760,1
1,Not Graduate,1,1338852,1241997,120,679,2837687,1
0,Graduate,1,728795,947445,36,631,1127392,0
0,Graduate,1,460264,1733848,360,596,595883,0
0,Not Graduate,1,275400,324109,120,637,949553,0
3,Not Graduate,1,291562,165015,240,775,750915,1
2,Graduate,0,14581,288209,36,687,394981,1
1,Graduate,1,646906,186640,240,565,1036304,0
0,Graduate,0,37679,307128,60,658,212955,0
0,Graduate,1,573669,386820,12,812,1531778,1
2,Graduate,1,605222,217207,12,680,1767069,1
1,Graduate,0,191829,544581,240,587,911141,0
0,Graduate,1,1068132,166205,36,736,628128,1
1,Graduate,1,1221807,502223,60,724,589443,1
0,Graduate,1,240488,329317,60,652,579059,1
0,Graduate,1,582066,478671,360,737,1308428,1
1,Graduate,1,1947239,800793,36,734,4242023,1
0,Graduate,1,254512,355673,36,714,212062,0
4,Graduate,1,774095,248211,60,822,1703153,1
0,Graduate,1,636235,280820,12,732,1224855,1
0,Graduate,1,463545,1503224,12,704,604326,0
0,Graduate,0,68224,1936349,60,721,212010,0
2,Not Graduate,1,751231,322900,120,728,379667,1
1,Graduate,1,2443436,462992,60,745,1198133,1
1,Graduate,1,732707,98282,240,704,1715644,1
0,Graduate,1,1054107,450475,360,835,2196310,1
0,Graduate,1,459651,126556,120,623,638728,0
1,Not Graduate,1,463761,331592,36,780,1217989,1
2,Graduate,0,134356,1587026,60,666,540746,0
2,Graduate,0,35067,120342,60,712,209655,1
0,Graduate,1,1176894,219254,120,807,2810446,1
1,Graduate,1,985931,220334,60,762,1784691,1
3,Graduate,1,250412,101838,240,717,668883,1
0,Graduate,1,382661,1280428,12,702,1013245,0
2,Graduate,1,1439712,713000,60,612,3132365,0
0,Not Graduate,1,152242,3298090,12,824,393499,0
3,Graduate,1,921802,199721,36,720,1615503,1
2,Graduate,1,666967,91844,36,752,499653,1
3,Graduate,1,1439297,1385149,60,825,1469441,1
1,Graduate,1,1017945,376684,36,684,515416,1
0,Graduate,1,428829,338871,60,614,235920,0
3,Graduate,1,413544,2369113,12,651,1487022,0
0,Graduate,1,480111,640344,120,613,543371,0
0,Not Graduate,0,59879,1334671,60,855,235181,0
2,Graduate,0,128058,289917,360,670,738693,1
2,Graduate,1,827284,261674,120,549,1262564,0
3,Graduate,1,359896,374979,12,590,96054,0
0,Graduate,1,849725,1056388,12,886,1824545,1
2,Graduate,1,960873,568581,120,733,2509160,1
2,Not Graduate,1,192940,862819,360,786,684527,0
0,Not Graduate,1,608350,50000,60,600,1182129,0
0,Graduate,1,826087,82292,120,801,1420450,1
0,Graduate,1,782586,62712,60,601,461416,0
0,Graduate,1,661482,369795,360,689,1675506,1
4,Graduate,1,274660,133564,60,735,673450,1
1,Graduate,1,310238,2927486,120,711,448959,0
2,Graduate,1,242210,528931,12,726,99530,0
3,Graduate,1,1136241,671110,240,643,1240645,0
0,Graduate,1,665000,181717,36,691,1460904,1
2,Not Graduate,1,699833,176136,240,617,1820798,0
1,Not Graduate,1,186391,2549068,12,828,229769,0
2,Graduate,1,710069,3212025,36,699,890217,0
0,Graduate,1,1210942,818985,360,620,2756590,0
3,Not Graduate,1,167130,70845,360,860,524394,1
0,Graduate,1,475287,353105,120,669,524783,1
0,Not Graduate,1,207673,739158,240,774,493675,1
2,Graduate,1,521140,430212,60,666,746080,1
0,Graduate,1,354763,64850,12,716,817495,1
1,Graduate,1,989274,3434959,12,767,1879265,0
1,Not Graduate,1,835170,234334,360,691,1394516,1
2,Graduate,1,2049699,141329,12,754,721985,1
0,Graduate,1,698533,523935,360,807,2017617,1
0,Graduate,1,956264,1766045,240,630,1380713,0
0,Not Graduate,0,44505,902583,60,564,422938,0
1,Not Graduate,0,145935,144981,240,673,380943,1
0,Not Graduate,1,1422334,122934,60,786,578678,1
0,Not Graduate,1,1972089,60380,36,666,2400568,1
0,Graduate,1,1282759,403687,120,809,858611,1
0,Graduate,0,28251,336687,360,759,135409,0
1,Graduate,1,334611,903354,12,765,1017663,0
2,Graduate,1,1818099,272253,60,698,1274736,1
0,Not Graduate,1,1159625,1430747,240,655,2379262,1
1,Not Graduate,1,3685448,1039951,360,692,2680124,1
1,Graduate,1,289659,260698,360,711,532513,1
1,Graduate,1,1454326,799046,360,709,2776006,1
2,Not Graduate,1,1131760,2041044,240,718,708369,1
1,Graduate,1,554808,206755,12,683,1506626,1
1,Graduate,0,152975,436556,12,677,840203,1
0,Graduate,1,1006385,428142,12,804,1248375,1
1,Graduate,1,344719,377862,36,631,930064,1
1,Graduate,1,663529,1204886,120,693,606299,1
0,Graduate,1,341435,1304176,360,839,783910,1
0,Graduate,1,501414,811527,60,698,587265,1
3,Not Graduate,1,1280883,773696,12,784,3454731,0
1,Graduate,0,139309,307980,60,664,618964,1
1,Graduate,1,870627,752027,240,623,1469452,0
3,Not Graduate,1,400288,149466,120,862,513690,1
2,Graduate,1,989828,6443239,120,624,805668,0
1,Graduate,1,1301098,2084972,60,711,1420452,1
2,Not Graduate,1,150589,1406390,240,841,428926,0
2,Graduate,1,800653,812878,240,612,1101260,0
1,Not Graduate,1,626464,813565,36,765,1949796,1
1,Graduate,1,1564331,99695,360,754,3332967,1
0,Graduate,1,993064,153489,12,710,325156,1
3,Graduate,0,131725,173864,240,862,142533,0
1,Graduate,1,496069,572833,12,732,407639,0
0,Not Graduate,1,730380,407778,12,720,1592508,1
2,Graduate,1,1551833,1216305,60,638,2315350,0
1,Not Graduate,0,6732,205757,360,705,154730,0
0,Not Graduate,1,838806,1508480,12,761,2013359,1
1,Graduate,1,213466,237903,60,782,274717,1
1,Not Graduate,1,690497,355768,120,771,1611286,1
2,Graduate,1,145859,1323042,240,569,675116,0
0,Graduate,1,482667,895067,60,706,1334022,1
2,Not Graduate,1,767437,154591,36,642,1603429,0
1,Graduate,1,1347315,1566039,60,585,1109295,0
0,Graduate,1,327968,590654,12,659,940541,1
3,Graduate,1,983573,63436,36,673,2207203,1
1,Graduate,1,2361469,232656,360,628,5315981,0
0,Graduate,1,436876,358747,12,711,1339852,0
1,Graduate,1,211579,167822,36,772,129355,1
2,Graduate,1,919763,2069282,60,751,950332,0
0,Graduate,1,281082,371476,12,673,213569,0
0,Graduate,1,378814,856134,60,780,1143133,1
0,Graduate,1,1526777,664365,240,656,2835309,1
0,Graduate,1,3273988,1094431,360,844,2986610,1
2,Not Graduate,1,327567,2879279,36,727,670890,0
1,Graduate,1,404361,1062038,120,783,598655,1
0,Graduate,0,189672,3086703,360,670,257649,0
0,Graduate,1,470595,1090614,120,689,327554,1
0,Graduate,1,3425075,616326,60,718,7516647,1
3,Graduate,1,477130,745235,36,700,1053832,1
0,Not Graduate,1,534880,50000,36,677,1483026,1
4,Not Graduate,1,2657621,342780,60,597,4066720,0
1,Not Graduate,1,1157000,468090,120,659,2159917,1
0,Not Graduate,1,1605136,837397,360,616,3107278,0
2,Graduate,1,353313,526754,240,564,949251,0
1,Graduate,1,477278,754549,360,726,862377,1
2,Graduate,1,317497,143890,120,644,696452,0
4,Graduate,1,1384721,111152,12,814,1870479,1
0,Not Graduate,1,1943876,165523,120,649,5063067,0
0,Graduate,1,451432,2600448,12,635,1027607,0
2,Not Graduate,1,545035,152070,12,797,1165550,1
0,Graduate,1,564450,245584,240,759,1337490,1
0,Not Graduate,1,211550,600281,240,793,534291,1
0,Graduate,1,425466,110015,360,688,321610,1
0,Graduate,1,1354053,225856,120,571,3422900,1
2,Graduate,1,362096,1063187,360,762,610317,1
0,Not Graduate,1,785743,348696,60,786,1090747,1
1,Not Graduate,1,256166,2909483,120,685,691406,0
1,Graduate,1,650046,98858,240,846,1122548,1
1,Graduate,1,464790,382466,360,755,817819,1
0,Graduate,1,274487,348788,12,711,321057,0
2,Not Graduate,1,1372725,535558,12,761,1447509,1
0,Graduate,1,1435899,158456,60,635,2161761,0
2,Graduate,0,149076,302404,120,720,696648,1
2,Graduate,1,613572,1189594,60,596,1169034,0
1,Graduate,1,755741,412750,60,724,664345,1
1,Graduate,1,170790,185400,120,725,482142,1
1,Graduate,1,238547,4325551,36,727,285019,0
0,Not Graduate,0,11936,567558,120,696,174468,0
2,Not Graduate,1,311108,997835,60,628,751718,0
2,Graduate,1,1995781,1160247,360,883,3402021,1
0,Not Graduate,1,248617,503451,36,628,799616,0
1,Graduate,1,1235593,245304,360,613,635835,0
3,Graduate,1,568614,659473,60,701,487450,1
3,Graduate,0,2150,268307,60,699,157949,0
1,Graduate,1,3219538,783533,60,726,1523960,1
1,Not Graduate,1,267440,458520,360,772,923655,1
0,Graduate,1,1173895,1512712,12,627,2318892,0
3,Graduate,1,1135736,172559,120,821,1335807,1
0,Not Graduate,1,5000000,1108498,240,682,3297369,1
1,Graduate,1,308135,998271,12,577,534837,0
0,Not Graduate,1,442064,425481,120,748,504884,1
0,Graduate,1,1401057,1121520,12,696,1765604,1
1,Graduate,1,621436,821504,120,722,1730961,0
4,Not Graduate,1,503610,1052997,36,783,394027,0
0,Graduate,1,1569094,988077,360,817,1596358,1
1,Graduate,1,589332,568138,240,633,1722558,0
0,Graduate,1,357364,297686,36,513,976377,0
0,Graduate,1,1304027,294267,36,679,3070803,1
1,Not Graduate,1,984835,435980,120,659,175551,1
1,Graduate,1,567912,1255624,60,689,790883,0
0,Graduate,1,546756,1016879,360,577,1080565,0
0,Not Graduate,1,350836,1477676,60,675,194655,0
0,Graduate,1,1302866,1633569,60,644,845238,0
0,Graduate,0,150977,434958,60,622,254710,0
3,Graduate,1,394006,3845528,360,564,1390442,0
3,Not Graduate,1,260812,487000,240,672,505110,1
0,Graduate,1,998214,329754,36,808,1982008,1
1,Graduate,1,485596,754139,12,678,801612,0
3,Graduate,1,145780,876517,240,549,656162,0
0,Graduate,0,65368,257413,360,847,464276,1
2,Graduate,1,605083,461089,120,558,282490,0
3,Graduate,1,618820,345596,240,700,723005,1
0,Graduate,1,600288,622527,240,656,350469,1
0,Graduate,1,537022,1197634,360,655,1368532,1
3,Graduate,1,223981,414194,120,661,587267,1
1,Not Graduate,1,362348,958107,12,756,913524,0
0,Graduate,1,1880449,134746,36,700,1034142,1
0,Graduate,1,1671083,1315576,240,783,1048123,1
1,Graduate,1,1158181,343371,120,900,976572,1
1,Graduate,1,1079061,337303,120,769,2532840,1
2,Graduate,1,1504249,806403,12,764,2722913,1
4,Graduate,0,24109,849923,240,683,364532,0
0,Graduate,1,748886,482961,120,781,341805,1
1,Not Graduate,1,297683,222170,360,729,242164,1
1,Graduate,1,301844,334513,360,661,702821,1
1,Not Graduate,1,979161,594361,12,710,2463430,1
0,Graduate,1,1555644,881906,12,669,3307890,1
3,Not Graduate,1,624633,237292,120,769,1509829,1
2,Graduate,1,2728330,284889,120,588,702493,0
1,Graduate,1,864085,702881,240,703,2172999,1
1,Not Graduate,1,391825,497212,240,777,385889,1
0,Graduate,1,305778,625619,36,809,594462,0
1,Graduate,1,1647064,50000,120,687,2953382,1
1,Graduate,1,808363,402354,60,773,721991,1
1,Not Graduate,1,1252732,1268403,360,804,2545785,1
4,Graduate,1,86997,291887,60,696,553377,1
1,Not Graduate,0,179691,878987,360,828,414240,0
0,Graduate,1,484358,161337,36,678,969059,1
2,Graduate,1,239184,113234,120,598,788713,0
0,Graduate,0,21902,820621,12,646,73121,0
0,Graduate,1,1747070,511721,360,698,3431039,1
0,Graduate,1,4470373,386200,60,776,7078354,1
1,Graduate,1,885335,1259803,240,592,481460,0
2,Graduate,1,413611,395600,60,711,578920,1
1,Graduate,1,394114,287041,120,838,811407,1
2,Graduate,0,113330,257604,360,680,385070,1
1,Not Graduate,1,328568,208491,60,749,452099,1
0,Graduate,0,58861,861687,36,711,230716,0
2,Not Graduate,1,922594,395498,240,711,2158915,1
0,Graduate,1,844484,1693860,36,623,1718226,0
0,Not Graduate,1,208044,50000,12,609,804491,0
1,Graduate,0,106747,1359789,12,719,115247,0
0,Graduate,1,227174,774234,12,756,877255,0
0,Not Graduate,1,455614,493449,12,753,565311,0
1,Not Graduate,1,1519225,148536,120,766,1551484,1
1,Graduate,1,1952939,102757,120,751,4537469,1
1,Graduate,1,865583,1145200,120,694,2283344,1
3,Graduate,1,462188,688414,36,652,382634,0
1,Graduate,1,2598589,675506,36,787,1526548,1
2,Not Graduate,0,95869,487735,60,653,400336,0
0,Graduate,1,294034,1264019,240,710,781517,1
1,Not Graduate,1,1273381,300778,36,543,860987,0
2,Graduate,1,1051982,386000,60,838,826799,1
1,Not Graduate,0,72653,452889,12,672,238220,0
2,Not Graduate,1,790309,436411,12,550,1555994,1
0,Graduate,1,1038957,2056616,36,826,808346,0
0,Graduate,1,858500,154131,120,706,1018514,1
1,Not Graduate,1,1052997,76529,60,706,2415026,1
0,Graduate,0,144433,126244,360,851,344777,1
2,Graduate,0,58734,1070515,240,672,497890,0
0,Graduate,1,739734,488563,60,830,486651,1
3,Graduate,1,500094,109237,120,602,964853,0
3,Not Graduate,1,599164,596995,360,747,1690647,1
0,Graduate,1,674467,390824,120,736,1436347,1
0,Not Graduate,1,229508,945524,36,772,410335,0
2,Graduate,1,438306,1195728,120,626,795169,0
3,Graduate,1,768291,6703624,120,574,1587145,0
1,Graduate,0,58802,165685,240,900,577691,1
0,Graduate,1,444213,83888,120,796,571176,1
1,Graduate,1,4914575,973952,360,691,1674512,1
1,Graduate,1,295550,1449475,12,755,655211,0
0,Graduate,1,536568,150889,120,658,1033057,1
2,Not Graduate,1,374379,151035,12,717,352835,1
0,Graduate,1,664309,762506,240,642,1584028,0
0,Graduate,1,380052,3001080,360,697,355798,1
0,Not Graduate,1,600432,224895,36,606,776587,0
0,Graduate,1,410512,589521,12,858,910691,1
0,Graduate,0,190509,80890,36,698,322694,1
1,Graduate,1,778644,443039,360,652,723083,1
0,Graduate,0,170008,482314,360,628,627474,0
0,Graduate,0,105989,2344400,360,848,247831,0
0,Graduate,0,45642,266551,360,710,454628,1
3,Graduate,0,38685,1073473,36,831,67422,0
1,Graduate,1,727643,249755,12,728,1381800,1
1,Not Graduate,0,192973,591449,60,763,448254,0
1,Graduate,1,169036,4313763,120,729,262165,0
4,Graduate,1,251502,3246543,240,608,377426,0
0,Graduate,1,1331771,3838406,360,821,2657068,1
1,Not Graduate,1,436325,804175,36,735,1314926,1
2,Graduate,1,1190113,437896,60,660,2215549,1
1,Graduate,1,373251,718503,36,709,1071483,1
0,Not Graduate,1,817143,861170,60,741,508920,1
1,Graduate,1,2944881,797561,240,675,2370907,1
0,Graduate,1,280499,265299,60,640,1000245,0
1,Graduate,1,1654498,254852,240,620,4101378,0
2,Graduate,1,1256405,297670,120,687,3178212,1
0,Not Graduate,1,221594,1575865,360,801,548327,1
2,Graduate,1,1140663,1756857,360,658,2652236,1
0,Graduate,1,773162,13038719,360,662,738536,0
2,Graduate,1,784557,827070,60,685,1151856,1
1,Not Graduate,1,954758,245627,360,680,2434851,1
0,Graduate,1,551119,334740,36,732,620520,1
0,Graduate,1,771490,461620,120,699,583764,1
3,Graduate,1,884839,2436927,36,664,1720582,0
0,Graduate,0,111,1124600,36,723,337215,0
0,Graduate,1,214973,140532,120,785,701426,1
0,Graduate,1,2048685,510505,120,766,5119365,1
1,Graduate,1,289458,124060,240,679,498810,1
1,Graduate,1,1341505,977230,60,760,2340786,1
0,Graduate,0,132060,266516,240,710,124033,0
0,Graduate,1,261731,293245,12,669,601058,1
0,Graduate,1,1112940,82559,12,556,1170966,0
0,Not Graduate,1,342379,1151779,240,735,1034620,1
1,Graduate,1,1715193,1809691,240,698,4328868,1
2,Graduate,1,413053,270237,60,778,702802,1
0,Graduate,1,220578,459541,120,864,631895,1
0,Not Graduate,1,2488214,334600,12,641,1792141,0
0,Graduate,0,56253,434408,120,597,80778,0
3,Graduate,1,1459716,238075,36,615,2738468,0
3,Graduate,1,369099,179826,36,743,806646,1
